2026-07-17 12:47:30,231 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 13:05:30,356 | DEBUG    | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:generate_embedding:27 | OpenAI embeddings call starting — model=text-embedding-3-small, chars=23
2026-07-20 13:05:32,645 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:log_duration:33 | openai_embeddings_call completed in 2288.85ms
2026-07-20 13:05:32,668 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:log_duration:33 | semantic_cache_lookup completed in 22.9ms
2026-07-20 13:05:32,668 | DEBUG    | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:get:31 | Semantic cache MISS — customer_id=6
2026-07-20 13:05:32,674 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:log_duration:33 | vector_similarity_search completed in 5.05ms
2026-07-20 13:05:32,674 | DEBUG    | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:similarity_search:114 | vector_similarity_search: 40 rows returned for customer_id=6
2026-07-20 13:05:32,719 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:log_duration:33 | keyword_search completed in 8.63ms
2026-07-20 13:05:32,720 | DEBUG    | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:keyword_search:194 | keyword_search: 0 rows returned for customer_id=6
2026-07-20 13:05:32,720 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:ask:279 | Question: 'explain me about tender' — retrieved 40 vector + 0 keyword hits, 40 unique chunks after merge: [Backend_Architecture_Documentation.pdf | dist=0.7759624272201732 | "13. Small / Junk Question Handling\nThe user's specification "...], [Backend_Architecture_Documentation.pdf | dist=0.7878948960558588 | 'RAGService.ask() returns.\n10\nReposito\nry\nConversationReposit'...], [Backend_Architecture_Documentation.pdf | dist=0.7892325067168335 | 'with temperature=0 and max_tokens=150 for determinism and br'...], [Backend_Architecture_Documentation.pdf | dist=0.7956625431184772 | '7. Question Reframing (Condensation)\n7.1 Model\ngpt-4o-mini —'...], [Backend_Architecture_Documentation.pdf | dist=0.796636675899213 | 'messages ordered DESC by created_at, then reverses the list '...], [Backend_Architecture_Documentation.pdf | dist=0.808176301291777 | '17. Conclusion\nAll observations below are derived directly f'...], [Backend_Architecture_Documentation.pdf | dist=0.8091232021968423 | 'list. Internally, _needs_condensing(question) first checks w'...], [Backend_Architecture_Documentation.pdf | dist=0.8107988650241537 | '\x7f\nOn any exception during the OpenAI call (network error, AP'...], [Backend_Architecture_Documentation.pdf | dist=0.8162075019880098 | '11. Database Storage\nWhere every data type actually lives, b'...], [Backend_Architecture_Documentation.pdf | dist=0.820024675756345 | 'generation.\n\x7f\nRead: RAGService.ask() calls cache_service.get'...], [Backend_Architecture_Documentation.pdf | dist=0.820864589764825 | 'committed as processing.\n4\nSave document row\nDocumentReposit'...], [Backend_Architecture_Documentation.pdf | dist=0.8219319612874809 | 'File\nFunction\nRole\napp/services/cache_service.py\nCacheServic'...], [Backend_Architecture_Documentation.pdf | dist=0.8235758776099599 | 'configured to 86400 seconds (24 hours). There is no sliding/'...], [Backend_Architecture_Documentation.pdf | dist=0.8282952195895833 | 'return bool(_MEANINGFUL_CONTENT.search(question or ""))\nThis'...], [Backend_Architecture_Documentation.pdf | dist=0.8296528358548907 | "to_tsquery('english', :tsquery)) AS rank\nFROM document_chunk"...], [Backend_Architecture_Documentation.pdf | dist=0.8297300247908553 | '5. First Question Execution — Worked Example\nWalking through'...], [Backend_Architecture_Documentation.pdf | dist=0.8327601493817665 | '10. Document Upload Flow\nEndpoint: POST /documents/upload (a'...], [Backend_Architecture_Documentation.pdf | dist=0.8346326262968832 | 'Condensing\nSkipped — chat_history is empty, so standalone_qu'...], [Backend_Architecture_Documentation.pdf | dist=0.8359519845757644 | 'Table of Contents\n#\nSection\n1\nOverall Backend Architecture\n2'...], [Backend_Architecture_Documentation.pdf | dist=0.8370505943522126 | 'customer_id. Full mechanics in Section 3.\n1.9 RAG Layer\nSpre'...], [Backend_Architecture_Documentation.pdf | dist=0.8386300717697619 | 'Vector(1536), answer, sources (JSON), created_at, last_used_'...], [Backend_Architecture_Documentation.pdf | dist=0.839958334400051 | 'End of document. Every statement above was verified directly'...], [Backend_Architecture_Documentation.pdf | dist=0.8404817751619176 | 'is shown to the model) so the LLM cannot mention or cite fil'...], [Backend_Architecture_Documentation.pdf | dist=0.8420257185446329 | 'belong in the generic services/ layer, but today it holds on'...], [AI_knowledge_base_assistant_review_changes.pdf | dist=0.8468615732990368 | 'Redis currently stores basic Question/Answer cache.\nNew Requ'...], [Backend_Architecture_Documentation.pdf | dist=0.8481142504468249 | 'ConversationRepository.get_by_id_for_owner(); else\nConversat'...], [AI_knowledge_base_assistant_review_changes.pdf | dist=0.8498255180647748 | 'Storing document_name in the embeddings table will create du'...], [Backend_Architecture_Documentation.pdf | dist=0.8508402252770294 | 'NOT IMPLEMENTED IN THE CURRENT CODEBASE: A true minimum-word'...], [Backend_Architecture_Documentation.pdf | dist=0.8512948669480738 | "9. Embedding Flow\nCovers what happens to a document's text b"...], [AI_knowledge_base_assistant_review_changes.pdf | dist=0.8560530296381849 | 'Project Change Summary\n1. Improve PDF / DOC / Markdown File '...], [Backend_Architecture_Documentation.pdf | dist=0.8582466789410935 | '\x7f\nStep 2 — Semantic cache (pgvector): SemanticCacheService.g'...], [Backend_Architecture_Documentation.pdf | dist=0.8603647604754838 | 'per distinct question per tenant, 24h TTL) this is unlikely '...], [Advanced_Document.pdf | dist=0.861116760791178 | 'Page 1 of 2\n\nPage 2 of 2'...], [Backend_Architecture_Documentation.pdf | dist=0.8612761708913531 | 'relevant Repository objects (each takes a SQLAlchemy Session'...], [Backend_Architecture_Documentation.pdf | dist=0.8619793507098649 | '\x7f\nTenant isolation discipline: customer_id is denormalized o'...], [Backend_Architecture_Documentation.pdf | dist=0.8656501202338962 | 'returned directly as the answer, with sources=[] and token_u'...], [Backend_Architecture_Documentation.pdf | dist=0.8668821477403696 | '3.2 Key Generation\nCACHE_KEY_PREFIX = "chat:exact_cache:"\nde'...], [Backend_Architecture_Documentation.pdf | dist=0.8695395216586234 | '14. Conversation Storage\n14.1 Where Stored\nTwo tables: conve'...], [Backend_Architecture_Documentation.pdf | dist=0.8701568343953863 | 'explicitly flagged as "Not implemented in the current codeba'...], [Backend_Architecture_Documentation.pdf | dist=0.8726530983747065 | '15. Complete Sequence Diagram\nThe full request/response sequ'...]
2026-07-20 13:05:32,720 | DEBUG    | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:generate_answer:201 | LLM request starting: generate_answer — model=gpt-4o-mini, context_chars=31396, question_chars=23
2026-07-20 13:05:35,116 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:log_duration:33 | llm_generate_answer completed in 2395.44ms
2026-07-20 13:05:35,118 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:generate_answer:251 | LLM response completed — prompt: 7562, completion: 11, total: 7573
2026-07-20 13:05:35,135 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:log_duration:33 | exact_cache_set completed in 16.01ms
2026-07-20 13:05:35,135 | DEBUG    | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:set:99 | Exact cache WRITE — customer_id=6, key=chat:exact_cache:6:911fdf63b65cda09cf373e810b79df7e4945dc15bb45b62f0c1feb63bf2e1749, ttl=86400s
2026-07-20 13:05:35,147 | DEBUG    | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:set:75 | Semantic cache WRITE — customer_id=6
2026-07-20 13:05:35,147 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:ask:356 | Question: 'explain me about tender' — full retrieval+LLM generation, 4826.05ms total
2026-07-20 13:05:35,162 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:chat:222 | **********************************************************************
2026-07-20 13:05:35,164 | INFO     | req=a23c85a2-8cf0-4dd7-ba31-abaa87a8aad6 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: POST /chat/ -> 200 in 5024.69ms
2026-07-20 13:05:35,203 | INFO     | req=b9f3ee5f-2c26-4678-a9d0-98d1a2491415 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /conversations
2026-07-20 13:05:35,206 | DEBUG    | req=b9f3ee5f-2c26-4678-a9d0-98d1a2491415 | user=rushi@example.com | customer=6 | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='rushi@example.com', role='USER', customer_id=6, super_admin_id=8
2026-07-20 13:05:35,208 | INFO     | req=b9f3ee5f-2c26-4678-a9d0-98d1a2491415 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /conversations -> 200 in 5.45ms
2026-07-20 13:05:55,900 | INFO     | req=bc7fc453-4ebf-491c-abb6-acf9cbdc223a | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /conversations/13
2026-07-20 13:05:55,900 | INFO     | req=bc7fc453-4ebf-491c-abb6-acf9cbdc223a | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /conversations/13 -> 200 in 0.49ms
2026-07-20 13:05:55,901 | INFO     | req=d6bba800-1b42-4781-9598-77fd3dd4b528 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /conversations/13
2026-07-20 13:05:55,905 | DEBUG    | req=d6bba800-1b42-4781-9598-77fd3dd4b528 | user=rushi@example.com | customer=6 | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='rushi@example.com', role='USER', customer_id=6, super_admin_id=8
2026-07-20 13:05:55,910 | INFO     | req=d6bba800-1b42-4781-9598-77fd3dd4b528 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /conversations/13 -> 200 in 8.45ms
2026-07-20 13:06:11,066 | INFO     | req=c6fd52d4-8736-4e5f-a98c-04d0ff12f9e1 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /conversations/12
2026-07-20 13:06:11,067 | INFO     | req=c6fd52d4-8736-4e5f-a98c-04d0ff12f9e1 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /conversations/12 -> 200 in 1.52ms
2026-07-20 13:06:11,070 | INFO     | req=64e50dfe-ef2f-4d3b-85d5-8a29e8e47fe6 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /conversations/12
2026-07-20 13:06:11,074 | DEBUG    | req=64e50dfe-ef2f-4d3b-85d5-8a29e8e47fe6 | user=rushi@example.com | customer=6 | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='rushi@example.com', role='USER', customer_id=6, super_admin_id=8
2026-07-20 13:06:11,078 | INFO     | req=64e50dfe-ef2f-4d3b-85d5-8a29e8e47fe6 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /conversations/12 -> 200 in 8.17ms
2026-07-20 15:19:43,494 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:20:05,168 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:20:05,273 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:20:12,113 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:20:12,224 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:20:18,990 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:20:19,106 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:20:25,764 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:20:35,222 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:20:42,299 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:20:42,404 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:20:49,249 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:20:49,355 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:20:56,145 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:20:56,257 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:21:03,052 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:21:29,056 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:21:35,944 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:21:36,057 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:21:42,969 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:21:43,074 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:21:49,976 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-20 15:21:51,836 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-20 15:21:58,647 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-21 10:28:00,432 | INFO     | req=- | user=- | customer=- | super_admin=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-21 15:01:11,809 | INFO     | req=03d1d025-8d88-4e7a-b6f4-eb6c4d905536 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /auth/login
2026-07-21 15:01:11,813 | INFO     | req=03d1d025-8d88-4e7a-b6f4-eb6c4d905536 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /auth/login -> 200 in 4.72ms
2026-07-21 15:01:11,815 | INFO     | req=5c89a3ff-e002-47ce-b72d-2a11fbe6df82 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: POST /auth/login
2026-07-21 15:01:12,316 | INFO     | req=5c89a3ff-e002-47ce-b72d-2a11fbe6df82 | user=- | customer=- | super_admin=- | ai_document_search:login:66 | Login successful — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-21 15:01:12,318 | INFO     | req=5c89a3ff-e002-47ce-b72d-2a11fbe6df82 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: POST /auth/login -> 200 in 502.74ms
2026-07-21 15:01:12,322 | INFO     | req=eff15cf9-9481-4360-ba2a-8b63912dd54e | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /users/me
2026-07-21 15:01:12,322 | INFO     | req=eff15cf9-9481-4360-ba2a-8b63912dd54e | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /users/me -> 200 in 0.41ms
2026-07-21 15:01:12,324 | INFO     | req=8d3b9810-9bf2-4762-96ee-d5f16515388b | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /users/me
2026-07-21 15:01:12,329 | DEBUG    | req=8d3b9810-9bf2-4762-96ee-d5f16515388b | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:12,331 | INFO     | req=8d3b9810-9bf2-4762-96ee-d5f16515388b | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /users/me -> 200 in 6.86ms
2026-07-21 15:01:12,358 | INFO     | req=c29768e3-3ded-4975-b4e6-6c00d07f5621 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers
2026-07-21 15:01:12,359 | INFO     | req=2118a773-5fb5-4617-914d-22ca9077d349 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers
2026-07-21 15:01:12,360 | INFO     | req=c29768e3-3ded-4975-b4e6-6c00d07f5621 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers -> 200 in 1.68ms
2026-07-21 15:01:12,361 | INFO     | req=2118a773-5fb5-4617-914d-22ca9077d349 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers -> 200 in 1.48ms
2026-07-21 15:01:12,363 | INFO     | req=6aabac78-a3b7-4051-8e93-a0bf105286c3 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers
2026-07-21 15:01:12,366 | DEBUG    | req=6aabac78-a3b7-4051-8e93-a0bf105286c3 | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:12,373 | INFO     | req=6aabac78-a3b7-4051-8e93-a0bf105286c3 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /customers -> 200 in 10.34ms
2026-07-21 15:01:12,374 | INFO     | req=5cafeaa0-f42b-4cd6-b161-94d6e5208d41 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers
2026-07-21 15:01:12,377 | DEBUG    | req=5cafeaa0-f42b-4cd6-b161-94d6e5208d41 | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:12,380 | INFO     | req=5cafeaa0-f42b-4cd6-b161-94d6e5208d41 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /customers -> 200 in 5.68ms
2026-07-21 15:01:30,028 | INFO     | req=fc5915e5-dab4-46c3-abaa-afc848017400 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /users/me
2026-07-21 15:01:30,032 | DEBUG    | req=fc5915e5-dab4-46c3-abaa-afc848017400 | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:30,036 | INFO     | req=fc5915e5-dab4-46c3-abaa-afc848017400 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /users/me -> 200 in 7.47ms
2026-07-21 15:01:30,040 | INFO     | req=5bf224f4-6c5e-4f33-9fe6-184fe92deb6c | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /users/me
2026-07-21 15:01:30,048 | DEBUG    | req=5bf224f4-6c5e-4f33-9fe6-184fe92deb6c | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:30,049 | INFO     | req=5bf224f4-6c5e-4f33-9fe6-184fe92deb6c | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /users/me -> 200 in 8.89ms
2026-07-21 15:01:30,053 | INFO     | req=449c82b2-237c-4f04-b251-f506e24af2ac | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers
2026-07-21 15:01:30,057 | DEBUG    | req=449c82b2-237c-4f04-b251-f506e24af2ac | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:30,059 | INFO     | req=449c82b2-237c-4f04-b251-f506e24af2ac | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /customers -> 200 in 6.02ms
2026-07-21 15:01:30,061 | INFO     | req=165732af-6272-467b-91dd-b106224dd447 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers
2026-07-21 15:01:30,063 | DEBUG    | req=165732af-6272-467b-91dd-b106224dd447 | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:30,066 | INFO     | req=165732af-6272-467b-91dd-b106224dd447 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /customers -> 200 in 5.07ms
2026-07-21 15:01:34,464 | INFO     | req=aa7da261-a056-47bd-8cbc-4904bbbc5e20 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/10/documents
2026-07-21 15:01:34,465 | INFO     | req=3136d10c-c5df-4107-9469-63edcfba8062 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/10/documents
2026-07-21 15:01:34,465 | INFO     | req=aa7da261-a056-47bd-8cbc-4904bbbc5e20 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/10/documents -> 200 in 1.04ms
2026-07-21 15:01:34,466 | INFO     | req=3136d10c-c5df-4107-9469-63edcfba8062 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/10/documents -> 200 in 1.13ms
2026-07-21 15:01:34,467 | INFO     | req=d1f7c4bf-68cc-4e54-9217-af45c2efae8d | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers/10/documents
2026-07-21 15:01:34,470 | DEBUG    | req=d1f7c4bf-68cc-4e54-9217-af45c2efae8d | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:34,480 | INFO     | req=d1f7c4bf-68cc-4e54-9217-af45c2efae8d | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /customers/10/documents -> 200 in 12.76ms
2026-07-21 15:01:34,482 | INFO     | req=0d1263a0-e809-49db-9388-c08b9bb35873 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers/10/documents
2026-07-21 15:01:34,484 | DEBUG    | req=0d1263a0-e809-49db-9388-c08b9bb35873 | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:34,488 | INFO     | req=0d1263a0-e809-49db-9388-c08b9bb35873 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /customers/10/documents -> 200 in 6.61ms
2026-07-21 15:01:37,796 | INFO     | req=233bf93b-7216-478a-b652-900725a4a3e3 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/9/documents
2026-07-21 15:01:37,796 | INFO     | req=233bf93b-7216-478a-b652-900725a4a3e3 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/9/documents -> 200 in 0.65ms
2026-07-21 15:01:37,798 | INFO     | req=da39e23b-8b14-4a20-b077-482474524fca | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers/9/documents
2026-07-21 15:01:37,801 | DEBUG    | req=da39e23b-8b14-4a20-b077-482474524fca | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:37,805 | INFO     | req=da39e23b-8b14-4a20-b077-482474524fca | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /customers/9/documents -> 200 in 6.72ms
2026-07-21 15:01:38,735 | INFO     | req=51aa9f50-101f-49f4-a076-6bd044f09c34 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/8/documents
2026-07-21 15:01:38,735 | INFO     | req=51aa9f50-101f-49f4-a076-6bd044f09c34 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/8/documents -> 200 in 0.62ms
2026-07-21 15:01:38,737 | INFO     | req=782b70af-2c4c-40b1-a3ad-735bab985fe1 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers/8/documents
2026-07-21 15:01:38,740 | DEBUG    | req=782b70af-2c4c-40b1-a3ad-735bab985fe1 | user=saahdev@example.com | customer=- | super_admin=8 | ai_document_search:get_current_user:88 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN', customer_id=None, super_admin_id=8
2026-07-21 15:01:38,744 | INFO     | req=782b70af-2c4c-40b1-a3ad-735bab985fe1 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: GET /customers/8/documents -> 200 in 6.96ms
2026-07-21 15:01:39,496 | INFO     | req=41e14b1b-43a3-49f7-a5ff-b73797df6e5b | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/7/documents
2026-07-21 15:01:39,497 | INFO     | req=41e14b1b-43a3-49f7-a5ff-b73797df6e5b | user=- | customer=- | super_admin=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/7/documents -> 200 in 0.71ms
2026-07-21 15:01:39,499 | INFO     | req=a58ee268-6526-47c1-946a-ba79f0e61163 | user=- | customer=- | super_admin=- | ai_document_search:dispatch:39 | Request started: GET /customers/7/documents
